wine_name,grape,region,country,year,price,rating,review
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,It’s full body but very light finish. Really good one.  Best match with ramb! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.25*
You can never go wrong with Edizione. Very thick, deep, creamy, sweet, all italian grapes mixed into one. This 2014 is better than 2013, but still can't beat the 2010 one."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Loved it! Had it in Italy 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,A welcoming jammy aroma. Easy to drink. Perfect to enjoy in the middle of retail therapy :)
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Viscous full body that opens acidic.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Full and fruity bouquet 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Wonderful, full Bodied  and fruity"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Worth  99 point as advertised...rosy chocolate note  and black fruits finish, full bodied ...fine tannins"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Worth  99 point as advertised...rosy chocolate note  and black fruits finish, full bodied ...fine tannins"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Worth  99 point as advertised...rosy chocolate note  and black fruits finish, full bodied ...fine tannins"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Intense and distinguishing flavors of amarone, barolo and primitivo"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Intense and distinguishing flavors of amarone, barolo and primitivo"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Intense and distinguishing flavors of amarone, barolo and primitivo"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Not bad for Italian
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Not bad for Italian
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,6 kind grape mix Italian award winning wine. Complex and very well balanced taste. Strong recommend! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,6 kind grape mix Italian award winning wine. Complex and very well balanced taste. Strong recommend! 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.3pts.
Farnese
Edizione Cinque Autoctoni 2014.
One of my all-time favorite blend.
Full-bodied, rich, bold, fruity and sweet tannins.
Aroma from dark cherry, plum, dried fig, jujube, prune, dark chocolate and coffee."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Despite great reviews, clumsy at the start. Less clumsy after decanting for a few hours. "
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Gouleyant, riche, excellent "
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Fruity and dry
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Complex, fruity nose"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Incrivel ou fantastico
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Another great vintage of this amazing wine.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Another great vintage of this amazing wine.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Another great vintage of this amazing wine.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Another great vintage of this amazing wine.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"A great red wine. Nice acidity, med body, red fruit on nose and palate."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"A great red wine. Nice acidity, med body, red fruit on nose and palate."
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Dark ruby, massively concentrated, dark cherry, plum, vanilla, cloves, Amarone style “super rosso”, sumptuous and deep, very much in your face but great for what it is. "
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Good for the price  vanilla chocolate oak plum cherry
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,One of the great Italian from my point of view. Must air it over 2h to get the full potential. Excellent.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Excellent. Smooth and tasty as hell.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Excellent. Smooth and tasty as hell.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Excellent. Smooth and tasty as hell.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Excellent. Smooth and tasty as hell.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Excellent. Smooth and tasty as hell.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"The Farnese Edizione Cinque Autoctoni from five indigenous grape varieties of southern Italy...🍇🇮🇹 The Farnese Edizione Cinque Autoctoni matured for 13 months in barriques first occupancy of French and American oak...🌲🇫🇷🇺🇸 Deep ruby red, eccentric bouquet of pickled cherries, cassis liqueur, houndberry jam, tobacco, vanilla and coffee...🍷🍒☕️ Afirst-class concentration on the palate, incredibly high fruit pressure, sweetish, an opulent powerhouse...💥💪🏼😜
#99ptsbylucamaroni!
For my taste 4.3🌟!!"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"The Farnese Edizione Cinque Autoctoni from five indigenous grape varieties of southern Italy...🍇🇮🇹 The Farnese Edizione Cinque Autoctoni matured for 13 months in barriques first occupancy of French and American oak...🌲🇫🇷🇺🇸 Deep ruby red, eccentric bouquet of pickled cherries, cassis liqueur, houndberry jam, tobacco, vanilla and coffee...🍷🍒☕️ Afirst-class concentration on the palate, incredibly high fruit pressure, sweetish, an opulent powerhouse...💥💪🏼😜
#99ptsbylucamaroni!
For my taste 4.3🌟!!"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"The Farnese Edizione Cinque Autoctoni from five indigenous grape varieties of southern Italy...🍇🇮🇹 The Farnese Edizione Cinque Autoctoni matured for 13 months in barriques first occupancy of French and American oak...🌲🇫🇷🇺🇸 Deep ruby red, eccentric bouquet of pickled cherries, cassis liqueur, houndberry jam, tobacco, vanilla and coffee...🍷🍒☕️ Afirst-class concentration on the palate, incredibly high fruit pressure, sweetish, an opulent powerhouse...💥💪🏼😜
#99ptsbylucamaroni!
For my taste 4.3🌟!!"
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"The Farnese Edizione Cinque Autoctoni from five indigenous grape varieties of southern Italy...🍇🇮🇹 The Farnese Edizione Cinque Autoctoni matured for 13 months in barriques first occupancy of French and American oak...🌲🇫🇷🇺🇸 Deep ruby red, eccentric bouquet of pickled cherries, cassis liqueur, houndberry jam, tobacco, vanilla and coffee...🍷🍒☕️ Afirst-class concentration on the palate, incredibly high fruit pressure, sweetish, an opulent powerhouse...💥💪🏼😜
#99ptsbylucamaroni!
For my taste 4.3🌟!!"
