wine_name,grape,region,country,year,price,rating,review
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Definitely QPR for this delicious full body, with medium well balanced acidity and tannins Primitivo. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo. A cases is in order."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Definitely QPR for this delicious full body, with medium well balanced acidity and tannins Primitivo. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo. A cases is in order."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Definitely QPR for this delicious full body, with medium well balanced acidity and tannins Primitivo. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo. A cases is in order."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Definitely QPR for this delicious full body, with medium well balanced acidity and tannins Primitivo. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo. A cases is in order."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,All you need to know: even better on the 2nd day. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,blackberry tobacco leather plum 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Bang for the buck!
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Bang for the buck!
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Deep coloured, ever so delicate oak, small bit of vanilla and lots of blackcurrant. I absolutely adore this wine!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very good, especially for a young wine"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla cherry oak blackberry 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Excellent primitivo great with fish and pizza
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Heavy sweet wine. It goes well with dessert cherry plum cinnamon 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Very nice and fruity 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Very nice and fruity 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Absolute top onder de primitivo's!
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Soft & fruitful tasty. Not so heavy.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Soft & fruitful tasty. Not so heavy.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla oak plum 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,For my personal tastes this is slightly too sweet. It is however a great wine and good value. Definitely has a hint of jam and vanilla. Medium bodied. Nice example of a primitivo and you won’t be disappointed if you like them as it has all the classic characteristics. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,For my personal tastes this is slightly too sweet. It is however a great wine and good value. Definitely has a hint of jam and vanilla. Medium bodied. Nice example of a primitivo and you won’t be disappointed if you like them as it has all the classic characteristics. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Great with Jippe!
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Blackberry, cherry, chocolate, oaky, blueberries, smooth wine with long lasting finish, full-bodied"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"The scent of vanilla, the taste of blackberries and plums and the finish of red fruit.  Very delicate Primitivo di Manduria.  Very delicate, typical Primitivo.  One of my favorites of Primitivo!  I recommend!!!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Nice mixture of cherry, plum, blueberry, oak, vanilla, coffee, tobacco, rich earthy palate with nice smooth tannins to finish, lovely wine "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Nice mixture of cherry, plum, blueberry, oak, vanilla, coffee, tobacco, rich earthy palate with nice smooth tannins to finish, lovely wine "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Rich in nose, ok taste, but nothing special, ok wine."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Rich in nose, ok taste, but nothing special, ok wine."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Very well balanced primitivo/Zinfandel wine. Full body with 14%V. Red fruit initially sweet and with nice oak flavor in the aftertaste. Recommend!
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Very fruity and full. A good one for slow evening 👍😁
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Dark and foreboding, with a nose of blackberry, black cherry and sweet spice. On the palate, it’s delightfully fruity with the blackberry, black cherry and spice again, touches of vanilla, raisins, jam and mild oak. For me full body, smooth like a babies bottom, M+ sweetness and soft. Higher than usual APV, with a lingering finish. This is a delightful Prim, extremely good VFM and a very strong 4.5… if you see it, you like Prim, get a few bottles, as you won’t be disappointed 👍"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Really tasty. Sweet and smooth goes down easy 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Really tasty. Sweet and smooth goes down easy 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Good balance! Great!
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Good balance! Great!
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Excelent value. vanilla oak jam blackberry Smooth and good tannins with roundess. Robust but not too harsh to pallet.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Lovely full dark fruits with vanilla and cedar well balanced acidity - good value never had a bad bottle
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Very good vine on Valentine’s Day 😍
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"surprisingly intense body acid and aroma
very good primitivo. good with steak"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,exquisite wine. 😋
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"My first Italian primitivo. Very different from new world zinfandel, and it's great! Exceptional value for money.

Nose: Vanilla, raisin, dried fig, dried plum, marmalade, blackberry, candied cherry, black pepper, licorice, cinnamon, old leather and tobacco.

Palate: Medium tannin, medium to low acidity and a bit of sweetness. Vanilla, dried fig, dried plum, blackberry, white chocolate, black pepper, licorice and cinnamon with subtle oak spice."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"My first Italian primitivo. Very different from new world zinfandel, and it's great! Exceptional value for money.

Nose: Vanilla, raisin, dried fig, dried plum, marmalade, blackberry, candied cherry, black pepper, licorice, cinnamon, old leather and tobacco.

Palate: Medium tannin, medium to low acidity and a bit of sweetness. Vanilla, dried fig, dried plum, blackberry, white chocolate, black pepper, licorice and cinnamon with subtle oak spice."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,A real primitivo. Juicy and dark red fruit.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Sweet but pleasant bit too much alcohol vanilla oaky and but fruity
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Sweet but pleasant bit too much alcohol vanilla oaky and but fruity
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Another 14% ABV lovely and delicious QPR Primitivo with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Another 14% ABV lovely and delicious QPR Primitivo with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Another 14% ABV lovely and delicious QPR Primitivo with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Another 14% ABV lovely and delicious QPR Primitivo with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Another 14% ABV lovely and delicious QPR Primitivo with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Another 14% ABV lovely and delicious QPR Primitivo with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Made Monday remarkably better. Dark fruit and woodiness, a little earthy and a little spicy. Super good value "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Made Monday remarkably better. Dark fruit and woodiness, a little earthy and a little spicy. Super good value "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Oak and vanilla
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Smooth, deep, cherry jam. Absolutely delicious!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,I’m am extremely obsessed with this wine. I am newer into primativos. But I am extremely loving them! This is my second over the past month. High in tanins.  vanilla cherry oak blackberry plum leather
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,I’m am extremely obsessed with this wine. I am newer into primativos. But I am extremely loving them! This is my second over the past month. High in tanins.  vanilla cherry oak blackberry plum leather
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,I’m am extremely obsessed with this wine. I am newer into primativos. But I am extremely loving them! This is my second over the past month. High in tanins.  vanilla cherry oak blackberry plum leather
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really nice Southern Primtivo at a great price point. Pleasant dark fruit, leather, vanilla & tobacco flavors with a hint of cherry sweetness on the finish. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really nice Southern Primtivo at a great price point. Pleasant dark fruit, leather, vanilla & tobacco flavors with a hint of cherry sweetness on the finish. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really nice Southern Primtivo at a great price point. Pleasant dark fruit, leather, vanilla & tobacco flavors with a hint of cherry sweetness on the finish. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really nice Southern Primtivo at a great price point. Pleasant dark fruit, leather, vanilla & tobacco flavors with a hint of cherry sweetness on the finish. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really nice Southern Primtivo at a great price point. Pleasant dark fruit, leather, vanilla & tobacco flavors with a hint of cherry sweetness on the finish. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Every flavor can be sensed into Primitivo from Masca del Tacco :vanilla oak cherry jam chocolate, tannins are soft, medium finish, cheers 🍷🍷"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Every flavor can be sensed into Primitivo from Masca del Tacco :vanilla oak cherry jam chocolate, tannins are soft, medium finish, cheers 🍷🍷"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Every flavor can be sensed into Primitivo from Masca del Tacco :vanilla oak cherry jam chocolate, tannins are soft, medium finish, cheers 🍷🍷"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,A surprise! Light yet sophisticated. I drank a very young vintage but it is still very nuanced in its complexity. Very fruity n slightly earthy. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very elegant. The taste is interesting and slightly disbalanced by some notes of granate, great for those who love some odds in wines. Red currant forms a good base both for the taste and aftertaste. In general, well balanced. Short, but nice aftertaste."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very elegant. The taste is interesting and slightly disbalanced by some notes of granate, great for those who love some odds in wines. Red currant forms a good base both for the taste and aftertaste. In general, well balanced. Short, but nice aftertaste."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very well balanced, delicious. Cherry, oak   Had at Tim and Libby’s. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"For a primitivo, this was very satisfying. Vanilla, cherry, oak and quite smooth. A pleasant surprise!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"easy, simple, straight forward taste and light weighted with vanilla taste coming through. for a primitivo fantastic and totally meets price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"easy, simple, straight forward taste and light weighted with vanilla taste coming through. for a primitivo fantastic and totally meets price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Fruity, sweet, interesting 
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Fruity, sweet, interesting 
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla cherry plum dark fruit earthy jam chocolate 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla cherry plum dark fruit earthy jam chocolate 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Blackberry, plum. Nice primitivo
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"dark riped cherry, oaky, sweet, medium tannin. good balance! It's like port wine!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"My all time favourite to drink in the evening while watching tv. 
Delicious wine. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Heavy for a Primitivo, in a good way. Perfect pairing for braised ribs"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Fresh, almost water in consistent but definitely not in taste 
Just a very nice red. Light for a great night"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Fruity dry with interesting explosion of taste on the tongue.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,88 pts. Gambero Rosso very dense and concentrated 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Fruity, semi sweet and full of cherry "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Fruity very drinkable
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Silky smooth and delicious
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Good value for a bold wine. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Good value for a bold wine. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Excellent mouth feel; a bit like port. Vanilla, chocolate, sweet at first and dry in the finish."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Rich full body but not heavy.  Great with my tortellini ala vodka.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Ruby color
Nose of oak, plum, chocolate
Medium acidity, medium body
Nice palette
So good balance "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Good enough for your bucks
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"A little sweet
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla plum cherry blackberry jam 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"toasty wood and wax on the nose, oak overshadows everything. palate is just as toasty. my favorite part about this wine is an aftertaste... my least favorite style of red wine for sure."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Berries from the off and a nice tasting Primo that isn’t to sweet. Nicely balanced throughout 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Stevig, soepel, zoet. Just how we like it"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Stevig, soepel, zoet. Just how we like it"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Ripe dark berries and fig. Sweet and almost like a sherry light. Not my cup of tea.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Decent but not amazing. Big bold sweet fruits with a earthy tone to it. However, just wasn't as smooth or balanced as I expected"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Cherry and red fruits note with a hint of apple at the nose with a peach and wood note taste. Very pleasant
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"A bit on the sweet side, very good wine after all. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"It is superb for a young wine! 
Lovely and delicious QPR 14% ABV Primitivo; with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"It is superb for a young wine! 
Lovely and delicious QPR 14% ABV Primitivo; with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"It is superb for a young wine! 
Lovely and delicious QPR 14% ABV Primitivo; with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"It is superb for a young wine! 
Lovely and delicious QPR 14% ABV Primitivo; with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"It is superb for a young wine! 
Lovely and delicious QPR 14% ABV Primitivo; with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"It is superb for a young wine! 
Lovely and delicious QPR 14% ABV Primitivo; with bold full body, medium well balanced acidity and tannins. Nose has delicate aromas of dark berries, chocolate and vanilla. These persist through the palate with pepper and coffee hints. All of aforementioned are present through the tasting and finish with black cherry, oak notes and a touch of figs at end. None of the flavors overwhelms the other, optimizing the pleasurable rewards of this Primitivo."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Rich tannins, dark fruits, dry, "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2, sweet (not overly, though) yet thin (relatively). The beautifully shaped bottle is sealed with an ugly recycled cork… Ruby-on-the-purple-side in color, no sediment as such. At room temperature, long aeration changed little, if anything. Bramble, black plum, ripe cherry, vanilla, game, pepper, scents of cinnamon, and oak— jammy on the nose, pleasantly oaky and a bit spicy on the palate. Surprisingly lingering finish. Meaty pasta for pairing. Overall, an above-average experience at a reasonable price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2, sweet (not overly, though) yet thin (relatively). The beautifully shaped bottle is sealed with an ugly recycled cork… Ruby-on-the-purple-side in color, no sediment as such. At room temperature, long aeration changed little, if anything. Bramble, black plum, ripe cherry, vanilla, game, pepper, scents of cinnamon, and oak— jammy on the nose, pleasantly oaky and a bit spicy on the palate. Surprisingly lingering finish. Meaty pasta for pairing. Overall, an above-average experience at a reasonable price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2, sweet (not overly, though) yet thin (relatively). The beautifully shaped bottle is sealed with an ugly recycled cork… Ruby-on-the-purple-side in color, no sediment as such. At room temperature, long aeration changed little, if anything. Bramble, black plum, ripe cherry, vanilla, game, pepper, scents of cinnamon, and oak— jammy on the nose, pleasantly oaky and a bit spicy on the palate. Surprisingly lingering finish. Meaty pasta for pairing. Overall, an above-average experience at a reasonable price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2, sweet (not overly, though) yet thin (relatively). The beautifully shaped bottle is sealed with an ugly recycled cork… Ruby-on-the-purple-side in color, no sediment as such. At room temperature, long aeration changed little, if anything. Bramble, black plum, ripe cherry, vanilla, game, pepper, scents of cinnamon, and oak— jammy on the nose, pleasantly oaky and a bit spicy on the palate. Surprisingly lingering finish. Meaty pasta for pairing. Overall, an above-average experience at a reasonable price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2, sweet (not overly, though) yet thin (relatively). The beautifully shaped bottle is sealed with an ugly recycled cork… Ruby-on-the-purple-side in color, no sediment as such. At room temperature, long aeration changed little, if anything. Bramble, black plum, ripe cherry, vanilla, game, pepper, scents of cinnamon, and oak— jammy on the nose, pleasantly oaky and a bit spicy on the palate. Surprisingly lingering finish. Meaty pasta for pairing. Overall, an above-average experience at a reasonable price."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Top as usually
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Top as usually
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Top as usually
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Elegant, smooth wonderful day wine. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Had it in DC with Ryan. Very nice bottle 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Another Really fine Primitivo.  deep purple almost black color. Great intensive aroma of  vanilla blackberry oak and such nice taste of  cherry plum
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Another Really fine Primitivo.  deep purple almost black color. Great intensive aroma of  vanilla blackberry oak and such nice taste of  cherry plum
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Another Really fine Primitivo.  deep purple almost black color. Great intensive aroma of  vanilla blackberry oak and such nice taste of  cherry plum
